Año,Trimestre,Provincia,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,Otras Velocidades,Total Velocidades,Mbps (Media de bajada),ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total Accesos,Banda ancha fija,Dial up,Total dial_BAf,Accesos por cada 100 hogares,Accesos por cada 100 hab
2023,4,Buenos Aires,26909,23962,228393,239339,246144,110876,4042646,93351,5011620,158.49,223391,2797700,1784593,137993,67943,5011620,5005720,5900,5011620,80.96,27.68
2023,4,Capital Federal,516,4544,26409,48083,33925,5829,1355061,0,1474367,234.44,58700,1198835,182520,4492,29820,1474367,1472317,2050,1474367,117.02,47.8
2023,4,Catamarca,71,209,3065,3734,4423,1827,61181,77,74587,89.4,6669,11016,55437,1384,81,74587,74586,1,74587,68.63,17.46
2023,4,Chaco,236,477,14811,10361,6247,5729,105485,4040,147386,107.14,14000,60277,62301,8404,2404,147386,147381,5,147386,44.35,11.85
2023,4,Chubut,111,1088,44276,31402,22843,20196,33665,16589,170170,20.29,26306,77217,26174,30543,9930,170170,169313,857,170170,84.96,26.04
2023,4,Córdoba,99,8404,117068,91169,51126,26948,767427,17061,1079302,114.03,115662,452380,440536,61862,8862,1079302,1079239,63,1079302,90.67,27.76
2023,4,Corrientes,67,2889,19949,17984,8108,5087,98904,6484,159472,100.9,21769,86102,35968,10402,5231,159472,159469,3,159472,52.56,13.84
2023,4,Entre Ríos,107,4408,37150,54377,16673,7236,164304,14382,298637,101.18,41794,159575,61667,24036,11565,298637,298617,20,298637,69.94,20.91
2023,4,Formosa,85,179,21856,11563,4545,272,23152,350,62002,83.35,10252,18325,16179,17061,185,62002,62002,0,62002,39.23,9.98
2023,4,Jujuy,58,1343,15359,11724,28741,272,58543,1980,118020,46.2,11669,51083,49947,4105,1216,118020,118020,0,118020,57.78,14.77
2023,4,La Pampa,71,1330,46716,17278,14556,5511,34254,1610,121326,25.61,6844,59063,34331,19982,1106,121326,121164,162,121326,99.96,32.93
2023,4,La Rioja,18,435,1483,1786,24838,4709,54452,0,87721,64.18,3296,55441,22559,6395,30,87721,87717,4,87721,80.22,21.35
2023,4,Mendoza,104,2945,35976,20902,30051,7781,196093,5499,299351,49.46,17676,70920,182220,27609,926,299351,298621,730,299351,52.15,14.55
2023,4,Misiones,51,3248,32287,21522,11338,3850,119112,8925,200333,93.65,25840,79000,75382,12928,7183,200333,200333,0,200333,56.27,15.33
2023,4,Neuquén,136,998,35431,13485,10435,2933,81033,20176,164627,99.63,24122,73784,41583,24390,748,164627,164188,439,164627,79.91,23.78
2023,4,Río Negro,112,1039,27223,16608,18343,24693,64813,15586,168417,74.37,21192,49789,64323,17284,15829,168417,167902,515,168417,70.26,21.61
2023,4,Salta,114,1154,28069,65938,3735,66,98971,6685,204732,83.04,26765,98853,60800,11806,6508,204732,204727,5,204732,56.98,13.8
2023,4,San Juan,24,2021,21157,12882,12489,1343,30645,22649,103210,24.78,12669,18543,42691,22351,6956,103210,102963,247,103210,50.08,12.75
2023,4,San Luis,60,628,11317,23754,8952,75907,33150,917,154685,174.59,4037,41260,30135,78954,299,154685,154520,165,154685,102.07,29.21
2023,4,Santa Cruz,50,500,7764,10783,11558,3628,19314,33434,87031,36.77,7768,15669,55246,7687,661,87031,86844,187,87031,73.75,21.94
2023,4,Santa Fe,468,6845,82343,164019,59636,22135,557629,16426,909501,99.81,97004,398670,355762,44521,13544,909501,909395,106,909501,79.75,25.08
2023,4,Santiago Del Estero,180,1173,13018,53980,24514,5794,23641,930,123230,44.22,8290,80692,24271,7057,2920,123230,123228,2,123230,49.08,12.18
2023,4,Tierra Del Fuego,22,834,10283,12618,19536,6085,4342,7879,61599,17.92,9357,48071,3682,157,332,61599,61294,305,61599,110.49,32.75
2023,4,Tucumán,39,1089,18850,22817,24476,1583,196919,562,266335,101.55,41318,20267,199876,4357,517,266335,266308,27,266335,61.04,15.12
2023,3,Buenos Aires,27440,24820,242010,241310,246076,112159,3951660,122762,4968237,146.84,237705,2784175,1740239,137921,68197,4968237,4962337,5900,4968237,80.64,27.5
2023,3,Capital Federal,516,4690,28089,50899,34061,6020,1343709,0,1467984,218.13,60765,1205339,167428,4629,29823,1467984,1465934,2050,1467984,116.4,47.6
2023,3,Catamarca,71,224,3194,3893,4634,2124,60123,92,74355,87.9,7164,11066,54650,1384,91,74355,74354,1,74355,68.55,17.44
2023,3,Chaco,236,462,14076,12874,6895,2970,100544,4089,142146,107.5,16420,60058,54993,8267,2408,142146,142141,5,142146,42.87,11.46
2023,3,Chubut,111,1470,44434,30908,24394,19608,30565,16578,168068,19.26,26352,75460,25827,30521,9908,168068,167211,857,168068,84.23,25.82
2023,3,Córdoba,99,8691,126420,96257,52428,26058,742447,16934,1069334,111.5,125050,453994,417338,62514,10438,1069334,1069271,63,1069334,90.05,27.57
2023,3,Corrientes,67,2985,20810,20906,5494,4577,97014,7976,159829,99.64,24253,83897,36032,10407,5240,159829,159826,3,159829,52.78,13.9
2023,3,Entre Ríos,107,4510,38962,49979,20312,22941,156482,0,293293,96.26,45384,157464,54794,24481,11170,293293,293273,20,293293,68.84,20.58
2023,3,Formosa,85,208,21919,11697,5045,274,21727,359,61314,80.29,11230,18053,14904,16899,228,61314,61314,0,61314,38.86,9.89
2023,3,Jujuy,58,1436,15685,11983,28956,288,56943,2028,117377,44.55,12627,51082,48350,4067,1251,117377,117377,0,117377,57.61,14.73
2023,3,La Pampa,71,1358,47914,18238,14676,4081,31970,1613,119921,24.21,6844,59063,32891,20014,1109,119921,119759,162,119921,99.0,32.62
2023,3,La Rioja,18,459,1617,1989,24847,4798,53973,0,87701,63.84,3726,55494,22054,6395,32,87701,87697,4,87701,80.44,21.41
2023,3,Mendoza,104,2948,36236,20942,30636,8032,193600,5524,298022,46.96,17677,73066,178719,27609,951,298022,297292,730,298022,52.03,14.52
2023,3,Misiones,51,3302,32953,22315,11900,3862,113860,8892,197135,91.49,27934,79087,70003,12928,7183,197135,197135,0,197135,55.51,15.12
2023,3,Neuquén,170,981,37758,13937,11582,2377,84209,13259,164273,96.57,24527,73329,39243,24085,3089,164273,163834,439,164273,79.97,23.8
2023,3,Río Negro,112,1061,29201,15014,21182,22752,59206,14957,163485,70.93,22422,50429,56668,16864,17102,163485,162970,515,163485,68.4,21.04
2023,3,Salta,115,1190,29305,67060,4059,78,97627,6799,206233,80.8,29113,98324,59914,12337,6545,206233,206228,5,206233,57.57,13.94
2023,3,San Juan,24,2021,21090,12882,12564,1440,31081,22628,103730,24.45,12669,19376,42383,22317,6985,103730,103483,247,103730,50.45,12.85
2023,3,San Luis,60,628,11398,23818,10926,74914,18688,8484,148916,104.97,4037,41624,24525,78431,299,148916,148751,165,148916,98.55,28.2
2023,3,Santa Cruz,50,6722,10612,10853,9565,3643,6542,0,47987,15.67,8376,23931,11270,3660,750,47987,47800,187,47987,40.89,12.17
2023,3,Santa Fe,468,7174,85897,168711,65489,20333,534474,17806,900352,97.39,108503,397854,336013,44545,13437,900352,900246,106,900352,79.09,24.87
2023,3,Santiago Del Estero,180,1199,15100,54503,28456,806,20734,950,121928,41.46,9412,80919,21745,6916,2936,121928,121926,2,121928,48.67,12.08
2023,3,Tierra Del Fuego,22,834,10550,12731,20384,5150,4040,5020,58731,17.17,9357,45203,3682,157,332,58731,58426,305,58731,105.95,31.41
2023,3,Tucumán,39,1236,20378,25026,25523,1633,192051,671,266557,98.85,46348,20545,195053,4088,523,266557,266530,27,266557,61.26,15.17
2023,2,Buenos Aires,28007,24674,246067,253078,245505,107502,3883235,97420,4885488,138.35,265537,2766463,1645945,138405,69138,4885488,4879442,6046,4885488,79.67,27.1
2023,2,Capital Federal,516,4422,27827,54111,34364,6189,1330249,0,1457678,208.01,68348,1218631,136295,4504,29900,1457678,1455578,2100,1457678,115.48,47.27
2023,2,Catamarca,71,226,3329,4076,4788,2285,58048,167,72990,86.13,7637,10700,53177,1384,92,72990,72989,1,72990,67.42,17.15
2023,2,Chaco,236,475,14630,14176,7446,3008,97897,3987,141855,105.45,19115,59944,51955,8267,2574,141855,141850,5,141855,42.87,11.46
2023,2,Chubut,109,1467,45798,31021,24750,17708,28859,14249,163961,18.58,33702,73689,16111,30521,9938,163961,163078,883,163961,82.49,25.28
2023,2,Córdoba,99,8627,126496,99026,52240,25144,712647,43472,1067751,111.82,129303,453924,411703,62391,10430,1067751,1067686,65,1067751,90.13,27.59
2023,2,Corrientes,67,2945,21781,22144,5937,4593,93048,7779,158294,97.21,26821,82977,32834,10407,5255,158294,158290,4,158294,52.37,13.79
2023,2,Entre Ríos,107,4377,39693,49240,20231,22661,137638,0,273947,89.37,46503,142562,49251,24461,11170,273947,273927,20,273947,64.43,19.26
2023,2,Formosa,84,186,21944,11825,5202,300,20428,381,60350,77.32,11934,17678,13698,16813,227,60350,60350,0,60350,38.32,9.75
2023,2,Jujuy,58,1440,16174,12344,29181,300,55867,2078,117442,43.56,13749,51082,47289,4067,1255,117442,117442,0,117442,57.78,14.78
2023,2,La Pampa,68,1365,48635,18475,14999,4266,29134,1968,118910,22.78,7254,59101,31449,19993,1113,118910,118744,166,118910,98.35,32.4
2023,2,La Rioja,18,454,1719,2236,24737,4888,52920,0,86972,63.55,4152,55148,21245,6395,32,86972,86968,4,86972,80.01,21.3
2023,2,Mendoza,103,2945,36286,20985,33217,12649,176628,14863,297676,42.69,25299,71931,171857,27609,980,297676,296921,755,297676,52.09,14.54
2023,2,Misiones,51,3247,34144,22649,12055,3862,110815,8648,195471,90.55,28897,82058,64406,12927,7183,195471,195471,0,195471,55.18,15.03
2023,2,Neuquén,168,984,38006,13946,13275,6649,85749,2969,161746,93.97,26379,73040,35171,24046,3110,161746,161289,457,161746,78.97,23.5
2023,2,Río Negro,111,1070,29535,15050,20561,22752,58834,15466,163379,70.76,26390,49684,53325,16864,17116,163379,162848,531,163379,68.56,21.09
2023,2,Salta,114,1042,29687,67966,4523,94,95063,6839,205328,79.1,30666,97501,58275,12337,6549,205328,205323,5,205328,57.48,13.92
2023,2,San Juan,24,2020,21766,12810,13276,10042,21369,16142,97449,20.39,21483,20200,25217,23545,7004,97449,97189,260,97449,47.52,12.1
2023,2,San Luis,60,624,11543,23932,12756,74914,15090,1829,140748,103.84,4937,41949,15595,77960,307,140748,140575,173,140748,93.41,26.73
2023,2,Santa Cruz,49,6720,10609,11253,9733,3667,6315,256,48602,15.48,9019,23896,11269,3660,758,48602,48410,192,48602,41.66,12.39
2023,2,Santa Fe,468,7021,89275,172672,71957,24123,499408,30890,895814,94.87,126344,399669,311166,44134,14501,895814,895706,108,895814,78.83,24.79
2023,2,Santiago Del Estero,178,1152,16847,55281,26520,766,16066,999,117809,37.62,10629,80086,17244,6916,2934,117809,117807,2,117809,47.14,11.7
2023,2,Tierra Del Fuego,22,831,10556,12748,20962,4707,3901,4908,58635,16.92,12392,45224,525,157,337,58635,58325,310,58635,106.38,31.54
2023,2,Tucumán,39,1091,21163,27206,25910,1661,185887,645,263602,96.69,50019,20012,188986,4060,525,263602,263573,29,263602,60.75,15.05
2023,1,Buenos Aires,28615,25137,249864,264388,241923,104495,3810940,95566,4820928,116.18,304583,2761043,1551074,132458,71770,4820928,4814729,6199,4820928,79.0,26.81
2023,1,Capital Federal,516,4500,28668,60061,34974,7859,1305284,106867,1548729,188.65,132149,1223930,156222,4605,31823,1548729,1546584,2145,1548729,122.59,50.23
2023,1,Catamarca,71,221,2192,4352,3794,2607,55944,2311,71492,87.41,6980,10655,50230,1384,2243,71492,71491,1,71492,66.17,16.83
2023,1,Chaco,236,544,15113,15190,7729,3020,96663,3947,142442,104.33,21243,60727,49756,8142,2574,142442,142437,5,142442,43.15,11.53
2023,1,Chubut,109,1598,45794,30947,25072,17700,28259,20574,170053,18.36,45448,73525,9815,30521,10744,170053,169149,904,170053,85.89,26.32
2023,1,Córdoba,99,8844,131774,103063,57176,24960,690566,33490,1049972,109.57,136976,455139,386297,61066,10494,1049972,1049904,68,1049972,88.84,27.2
2023,1,Corrientes,67,3074,22517,23420,6349,4601,88008,8984,157020,94.8,29577,81116,30016,11071,5240,157020,157016,4,157020,52.05,13.71
2023,1,Entre Ríos,107,4525,41215,51664,20667,22680,134020,0,274878,86.71,51084,141699,44508,26415,11172,274878,274856,22,274878,64.79,19.37
2023,1,Formosa,84,192,22016,11922,6229,273,19567,702,60985,73.96,12502,17421,13345,17490,227,60985,60985,0,60985,38.79,9.87
2023,1,Jujuy,58,1598,16842,12856,29386,306,54859,2076,117981,42.75,15306,51082,46271,4067,1255,117981,117981,0,117981,58.2,14.88
2023,1,La Pampa,68,1399,50313,11510,10525,4423,21308,16958,116504,20.09,7049,59944,28126,20103,1282,116504,116333,171,116504,96.55,31.81
2023,1,La Rioja,18,502,1892,2470,24551,4949,52023,0,86405,63.13,4652,54604,20722,6395,32,86405,86401,4,86405,79.74,21.23
2023,1,Mendoza,103,2945,32767,20813,30657,15046,169502,21186,293019,41.45,37646,73678,152534,27592,1569,293019,292242,777,293019,51.4,14.34
2023,1,Misiones,51,3448,34762,21817,11881,3881,106601,8244,190685,89.81,30455,82834,56619,12896,7881,190685,190685,0,190685,53.97,14.7
2023,1,Neuquén,168,986,38414,13933,13192,6195,85257,2267,160412,93.42,28030,72639,32296,23937,3510,160412,159944,468,160412,78.55,23.38
2023,1,Río Negro,111,1076,29515,15171,18697,12079,57910,29772,164331,74.4,33604,49128,45329,16857,19413,164331,163783,548,164331,69.16,21.27
2023,1,Salta,114,1096,30564,69436,4822,104,92512,6778,205426,76.85,33427,96922,56259,12269,6549,205426,205421,5,205426,57.67,13.97
2023,1,San Juan,24,2020,30051,11221,14799,10268,21544,11840,101767,18.7,38568,21215,12798,21912,7274,101767,101486,281,101767,49.75,12.67
2023,1,San Luis,60,624,11680,24133,13659,75904,6050,3353,135463,55.85,6283,42789,6952,78954,485,135463,135281,182,135463,90.17,25.8
2023,1,Santa Cruz,51,6810,11528,11380,9861,3697,5990,1044,50361,14.98,9702,23839,12217,3660,943,50361,50163,198,50361,43.42,12.92
2023,1,Santa Fe,468,7655,98198,180708,75061,26306,479777,18101,886274,92.22,138935,405618,283988,43487,14246,886274,886164,110,886274,78.13,24.57
2023,1,Santiago Del Estero,178,1186,21551,57189,21277,734,15447,993,118555,36.27,11642,80407,16656,6916,2934,118555,118553,2,118555,47.55,11.8
2023,1,Tierra Del Fuego,22,831,10944,13048,21348,3959,2386,4575,57113,14.58,12754,43146,405,157,651,57113,56801,312,57113,104.23,30.9
2023,1,Tucumán,39,1237,23379,29629,25565,1723,164402,15126,261100,95.79,55822,19482,180976,4293,527,261100,261070,30,261100,60.34,14.95
2022,4,Buenos Aires,28934,23347,259866,281550,244555,98670,3760109,97634,4794665,111.0,325908,2767247,1499149,129910,72451,4794665,4788466,6199,4794665,78.94,26.72
2022,4,Capital Federal,516,5096,31320,64653,36336,8116,1299117,106772,1551926,182.86,138753,1238196,138548,4603,31826,1551926,1549781,2145,1551926,122.73,50.35
2022,4,Catamarca,71,315,2716,5028,4638,3122,52739,2280,70909,83.33,8952,10998,47337,1379,2243,70909,70908,1,70909,65.77,16.73
2022,4,Chaco,461,771,16067,17846,6704,3039,94866,3909,143663,104.02,24582,61265,47285,7957,2574,143663,143658,5,143663,43.62,11.66
2022,4,Chubut,109,1614,46457,31007,34728,15770,19048,20026,168759,15.92,45450,73923,9815,30721,8850,168759,167855,904,168759,85.57,26.23
2022,4,Córdoba,99,9929,143686,108195,63120,20691,686330,17610,1049660,108.77,152265,456947,367393,61631,11424,1049660,1049592,68,1049660,89.03,27.26
2022,4,Corrientes,67,3282,22647,24858,7025,3770,85806,7998,155453,94.72,34038,80283,26752,9082,5298,155453,155449,4,155453,51.64,13.6
2022,4,Entre Ríos,107,4722,45629,46700,20927,22483,130406,0,270974,87.47,55507,135746,40798,26414,12509,270974,270952,22,270974,64.01,19.14
2022,4,Formosa,84,245,22458,12391,6724,310,18930,698,61840,72.03,13735,17068,13118,17692,227,61840,61840,0,61840,39.41,10.03
2022,4,Jujuy,58,1763,18652,14070,36430,335,46910,0,118218,39.32,17880,52390,42626,4067,1255,118218,118218,0,118218,58.46,14.95
2022,4,La Pampa,68,1687,52618,10334,9167,4479,19783,16028,114164,19.1,7785,60566,24552,19995,1266,114164,113993,171,114164,94.8,31.23
2022,4,La Rioja,18,595,2531,3010,24435,5029,50644,0,86262,61.0,6120,54387,19328,6395,32,86262,86258,4,86262,79.86,21.26
2022,4,Mendoza,103,2954,35541,20355,35935,14909,161163,21144,292104,38.76,37655,77814,147080,27607,1948,292104,291327,777,292104,51.36,14.33
2022,4,Misiones,51,3510,35622,21373,12196,3182,101745,8590,186269,91.24,33204,87202,46885,11075,7903,186269,186269,0,186269,52.85,14.39
2022,4,Neuquén,168,994,38814,13960,13008,5739,85247,2250,160180,95.37,28609,72679,31567,23815,3510,160180,159712,468,160180,78.67,23.41
2022,4,Río Negro,111,1081,32053,13931,20442,7335,57495,29644,162092,75.31,34043,48401,43958,16277,19413,162092,161544,548,162092,68.42,21.04
2022,4,Salta,114,1197,31530,71105,5036,117,90014,6747,205860,75.93,36939,97023,53470,11884,6544,205860,205855,5,205860,57.96,14.04
2022,4,San Juan,24,2027,30069,11247,20440,8188,19991,11840,103826,16.39,38570,22913,12491,21912,7940,103826,103545,281,103826,50.88,12.96
2022,4,San Luis,60,624,11785,24684,13981,78506,2227,3353,135220,30.67,6283,43460,3409,81557,511,135220,135028,192,135220,90.27,25.83
2022,4,Santa Cruz,51,6810,11616,11509,10374,3236,5559,1048,50203,14.33,9702,23876,12217,3746,662,50203,50005,198,50203,43.53,12.95
2022,4,Santa Fe,468,9374,115767,194420,73345,22899,453078,18340,887691,90.3,163621,412157,248558,44113,19242,887691,887581,110,887691,78.4,24.65
2022,4,Santiago Del Estero,178,1267,26183,58136,17735,661,14345,989,119494,34.4,13577,80955,15117,6911,2934,119494,119492,2,119494,48.05,11.92
2022,4,Tierra Del Fuego,22,902,11649,13634,21365,3612,1812,2264,55260,13.48,12754,41293,405,157,651,55260,54948,312,55260,101.44,30.07
2022,4,Tucumán,39,1562,29996,35425,26369,1375,153538,15118,263422,88.33,69441,20668,168717,4069,527,263422,263392,30,263422,61.04,15.12
2022,3,Buenos Aires,29985,27709,290315,297915,267044,124190,3618689,65821,4721668,70.19,339648,2748325,1436433,126846,70416,4721668,4715469,6199,4721668,78.11,26.37
2022,3,Capital Federal,517,5742,34371,67829,51946,28692,1253105,105477,1547679,101.05,140791,1240125,129218,5758,31787,1547679,1545534,2145,1547679,122.28,50.22
2022,3,Catamarca,71,384,3107,5389,5099,3737,50298,2208,70293,60.99,10010,10495,46224,1329,2235,70293,70292,1,70293,65.33,16.62
2022,3,Chaco,461,987,16782,18938,8049,15828,79390,3711,144146,53.21,27164,61800,44645,8178,2359,144146,144141,5,144146,43.86,11.72
2022,3,Chubut,109,1444,45707,30940,34682,15309,17563,20024,165778,15.57,45377,72212,9574,29784,8831,165778,164874,904,165778,84.38,25.86
2022,3,Córdoba,99,11312,153324,111615,70989,27112,650344,13873,1038668,56.32,163770,465461,338570,61070,9797,1038668,1038600,68,1038668,88.31,27.04
2022,3,Corrientes,67,3865,23427,23948,7776,21706,56950,7107,144846,45.07,36508,77140,18619,7256,5323,144846,144842,4,144846,48.21,12.69
2022,3,Entre Ríos,107,5549,47210,46855,18263,32021,102195,16759,268959,42.49,60345,132952,36971,26098,12593,268959,268937,22,268959,63.67,19.04
2022,3,Formosa,97,307,23538,19545,6194,564,17704,589,68538,30.35,14470,25880,11041,16935,212,68538,68537,1,68538,43.76,11.14
2022,3,Jujuy,58,1879,19135,15254,36083,519,45895,0,118823,32.43,19257,52978,40172,4033,2383,118823,118823,0,118823,58.91,15.06
2022,3,La Pampa,68,1887,61540,9653,11592,5609,22731,3012,116092,18.1,7796,60078,23551,20216,4451,116092,115921,171,116092,96.59,31.82
2022,3,La Rioja,18,689,2842,3375,24219,5331,50390,0,86864,44.3,6842,53899,19697,6395,31,86864,86860,4,86864,80.66,21.47
2022,3,Mendoza,103,2953,44232,21977,48201,17243,150043,4771,289523,34.16,37659,78858,142615,27625,2766,289523,288746,777,289523,51.03,14.24
2022,3,Misiones,51,3749,36628,20758,12676,19615,80330,8350,182157,49.3,35513,88902,39046,11074,7622,182157,182157,0,182157,51.82,14.11
2022,3,Neuquén,134,991,38485,14080,9200,6700,78713,14858,163161,47.81,29352,75815,29396,27482,1116,163161,162693,468,163161,80.37,23.92
2022,3,Río Negro,111,1221,32936,17860,27934,13629,42596,24271,160558,34.13,35552,48260,41017,16760,18969,160558,160010,548,160558,67.98,20.91
2022,3,Salta,114,1490,32923,71199,5662,1001,85661,6491,204541,41.33,40006,96984,50254,10082,7215,204541,204536,5,204541,57.76,13.99
2022,3,San Juan,24,2027,30324,11247,22157,6780,19221,11619,103399,15.84,38570,22723,12328,21860,7918,103399,103118,281,103399,50.8,12.94
2022,3,San Luis,60,307,6563,20813,12061,67438,13,14815,122070,19.33,6860,29363,248,70614,14985,122070,121888,182,122070,81.74,23.39
2022,3,Santa Cruz,52,6841,12342,11313,11378,2333,4604,647,49510,12.6,10170,24047,10815,3896,582,49510,49312,198,49510,43.19,12.85
2022,3,Santa Fe,468,11132,132709,198588,70897,57455,396352,20209,887810,45.15,183740,426255,215189,43079,19547,887810,887700,110,887810,78.55,24.7
2022,3,Santiago Del Estero,178,1384,28357,58982,16087,910,12342,792,119032,17.69,15385,80937,13170,6618,2922,119032,119030,2,119032,47.98,11.91
2022,3,Tierra Del Fuego,22,831,12002,14815,20102,1752,1021,3351,53896,11.01,12754,39963,403,125,651,53896,53584,312,53896,99.51,29.5
2022,3,Tucumán,39,2047,32571,39018,25214,4348,159600,280,263117,53.36,77738,18518,162345,3997,519,263117,263087,30,263117,61.14,15.14
2022,2,Buenos Aires,30639,28323,295238,307554,273954,129869,3535757,65849,4667183,65.5,350652,2719613,1399043,126847,71028,4667183,4660984,6199,4667183,77.58,26.13
2022,2,Capital Federal,517,5980,36036,72434,55372,31571,1229254,105607,1536771,93.97,145491,1232226,121506,5757,31791,1536771,1534626,2145,1536771,121.31,49.87
2022,2,Catamarca,71,413,3678,6155,7165,3393,43926,2207,67008,56.56,11928,9430,42087,1329,2234,67008,67007,1,67008,62.4,15.87
2022,2,Chaco,461,1047,17603,20109,8391,15974,76271,3708,143564,50.61,29552,61284,42194,8178,2356,143564,143559,5,143564,43.79,11.7
2022,2,Chubut,109,1444,45804,31217,34290,14526,15394,20021,162805,14.91,45377,69242,9574,29784,8828,162805,161901,904,162805,83.19,25.5
2022,2,Córdoba,99,11971,160486,120485,71923,28645,619400,13426,1026435,53.51,179181,467595,308895,61107,9657,1026435,1026367,68,1026435,87.48,26.78
2022,2,Corrientes,67,3937,24253,24842,8001,21719,55071,7107,144997,43.31,38468,75769,18181,7256,5323,144997,144993,4,144997,48.35,12.73
2022,2,Entre Ríos,107,5656,48637,48557,18512,32355,98769,16759,269352,40.03,63794,131029,35839,26098,12592,269352,269330,22,269352,63.9,19.1
2022,2,Formosa,97,407,23834,19706,6330,591,16326,590,67881,28.47,15397,25487,9875,16910,212,67881,67881,0,67881,43.42,11.05
2022,2,Jujuy,58,1829,19458,15790,37786,549,37391,2453,115314,29.39,20303,54495,34184,3955,2377,115314,115314,0,115314,57.32,14.66
2022,2,La Pampa,68,1887,62546,9842,11800,5247,17125,3012,111527,16.07,7796,59273,22994,20200,1264,111527,111356,171,111527,92.98,30.63
2022,2,La Rioja,18,728,3179,3890,23814,5481,48920,0,86030,43.28,7759,52656,19189,6395,31,86030,86026,4,86030,80.14,21.33
2022,2,Mendoza,103,2954,44961,22557,64138,19543,121366,3940,279562,29.72,37663,77504,135504,26964,1927,279562,278785,777,279562,49.39,13.78
2022,2,Misiones,51,3808,37254,21712,12774,19757,75107,8350,178813,46.23,37208,89260,33649,11074,7622,178813,178813,0,178813,51.0,13.89
2022,2,Neuquén,134,999,38826,15066,9205,2039,76982,18717,161968,46.53,29749,74905,28824,27371,1119,161968,161500,468,161968,80.02,23.82
2022,2,Río Negro,111,1227,33364,17938,27168,13714,41972,24270,159764,33.26,36050,47040,40946,16760,18968,159764,159216,548,159764,67.85,20.87
2022,2,Salta,114,1530,33732,72661,6012,1156,81478,6494,203177,38.77,42665,96178,47076,10068,7190,203177,203172,5,203177,57.54,13.94
2022,2,San Juan,24,2027,30385,11276,24649,3728,16701,11617,100407,14.44,38570,19734,12328,21859,7916,100407,100126,281,100407,49.46,12.6
2022,2,San Luis,60,306,6840,21217,11052,67438,13,14815,121741,19.32,6860,29034,248,70614,14985,121741,121559,182,121741,81.76,23.4
2022,2,Santa Cruz,52,6841,12348,11369,11885,2454,3592,644,49185,11.81,10170,23725,10815,3896,579,49185,48987,198,49185,43.15,12.84
2022,2,Santa Fe,468,11757,138534,204381,74133,58114,373888,17584,878859,42.01,198492,428233,189503,43081,19550,878859,878749,110,878859,77.9,24.5
2022,2,Santiago Del Estero,178,1401,29581,59931,14606,883,10672,792,118044,16.34,16561,80338,11605,6618,2922,118044,118042,2,118044,47.7,11.84
2022,2,Tierra Del Fuego,22,831,12052,14828,19968,1712,1006,3351,53770,10.97,12754,39837,403,125,651,53770,53458,312,53770,99.86,29.6
2022,2,Tucumán,39,2195,34461,43513,23634,4863,145541,281,254527,50.09,85893,15327,148823,3997,487,254527,254497,30,254527,59.31,14.69
2022,1,Buenos Aires,31591,30056,313382,321756,290127,161183,3381049,26280,4555424,62.51,392045,2728865,1242121,125521,66872,4555424,4549131,6293,4555424,76.08,25.56
2022,1,Capital Federal,527,5575,39918,77390,61053,43289,1188072,1717,1417541,88.22,102290,1217225,62308,5784,29934,1417541,1415378,2163,1417541,111.8,46.01
2022,1,Catamarca,71,456,4386,7009,8773,3761,35715,2207,62378,51.22,14181,15517,29118,1328,2234,62378,62377,1,62378,58.21,14.81
2022,1,Chaco,461,1099,16888,21235,20898,13012,62946,7580,144119,45.84,32391,64546,36662,8164,2356,144119,144114,5,144119,44.06,11.78
2022,1,Chubut,113,1677,61369,31856,33080,13871,14055,15607,171628,13.4,44133,66667,9184,30592,21052,171628,170701,927,171628,88.05,26.99
2022,1,Córdoba,100,12782,165922,126009,73967,34892,577027,13104,1003803,49.89,195610,501799,235838,60843,9713,1003803,1003729,74,1003803,85.76,26.26
2022,1,Corrientes,67,4029,24563,25665,27077,10452,43631,7094,142578,38.11,40462,79093,10875,6774,5374,142578,142574,4,142578,47.64,12.55
2022,1,Entre Ríos,107,5745,50075,49620,42294,21578,81757,16750,267926,35.59,67159,138986,23091,26098,12592,267926,267904,22,267926,63.7,19.05
2022,1,Formosa,97,448,24113,6945,6613,716,15028,588,54548,30.28,16397,15927,5146,16876,202,54548,54548,0,54548,34.96,8.9
2022,1,Jujuy,58,1761,22141,16321,37923,576,35287,2442,116509,27.69,21307,60616,25949,4662,3975,116509,116509,0,116509,58.06,14.85
2022,1,La Pampa,301,2223,62812,9869,12044,5250,14400,2833,109732,14.84,8003,58978,21739,19903,1109,109732,109560,172,109732,91.66,30.2
2022,1,La Rioja,18,778,3576,4692,23624,5645,45970,0,84303,41.37,9103,59228,9546,6395,31,84303,84299,4,84303,78.77,20.97
2022,1,Mendoza,114,3355,51230,26407,74178,21566,95048,3287,275185,26.2,49464,74145,123228,26969,1379,275185,274399,786,275185,48.74,13.6
2022,1,Misiones,51,3873,35655,22261,26855,15854,58610,8349,171508,41.87,39147,91752,25178,7807,7624,171508,171508,0,171508,49.04,13.36
2022,1,Neuquén,137,1123,39856,15623,11163,2654,71238,7885,149679,43.05,28443,73200,24193,23098,745,149679,149208,471,149679,74.17,22.08
