Año,Trimestre,Provincia,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,Otras Velocidades,Total Velocidades,Mbps (Media de bajada),ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total Accesos,Banda ancha fija,Dial up,Total dial_BAf,Accesos por cada 100 hogares,Accesos por cada 100 hab
2022,1,Río Negro,116,1383,35565,18859,26926,14144,37729,22652,157374,31.09,38662,45366,38037,16815,18494,157374,156821,553,157374,67.04,20.62
2022,1,Salta,114,1725,35576,68246,6313,2214,76838,6489,197515,36.71,44714,98667,40994,5950,7190,197515,197510,5,197515,56.11,13.59
2022,1,San Juan,26,2269,32356,11914,25144,2088,11916,2465,88178,11.99,34038,14449,11294,20723,7674,88178,87888,290,88178,43.55,11.09
2022,1,San Luis,61,643,8287,3837,9802,68612,13,28589,119844,20.95,7987,11296,31,71809,28721,119844,119659,185,119844,80.72,23.1
2022,1,Santa Cruz,51,6898,12710,11502,12277,2628,2551,485,49102,10.89,10537,23420,10766,3974,405,49102,48898,204,49102,43.34,12.89
2022,1,Santa Fe,468,12435,143796,208361,84787,58018,344170,18444,870479,38.89,213486,444609,146552,45261,20571,870479,870364,115,870479,77.3,24.31
2022,1,Santiago Del Estero,178,1401,30220,61170,13542,849,8309,792,116461,14.5,18118,87979,1093,6349,2922,116461,116459,2,116461,47.17,11.71
2022,1,Tierra Del Fuego,24,894,12849,15640,18034,1767,982,2421,52611,10.73,13031,38700,416,124,340,52611,52298,313,52611,98.29,29.14
2022,1,Tucumán,39,2212,36028,46961,21014,5211,133846,273,245584,47.24,92532,62396,86174,3995,487,245584,245554,30,245584,57.39,14.22
2021,4,Buenos Aires,37821,11026,352950,331292,297296,196021,3259793,22958,4509157,60.21,426325,2706506,1176024,126887,73415,4509157,4502772,6385,4509157,75.66,25.36
2021,4,Capital Federal,563,1695,47133,81899,66135,66755,1147939,0,1412119,82.95,111360,1205128,60005,5679,29947,1412119,1409935,2184,1412119,111.27,45.85
2021,4,Catamarca,71,0,6038,7855,9804,3262,29827,2233,59090,46.38,16385,13858,25100,1512,2235,59090,59089,1,59090,55.25,14.05
2021,4,Chaco,461,112,18845,22678,21937,13692,58435,7585,143745,42.34,35548,63145,34688,8005,2359,143745,143740,5,143745,44.05,11.77
2021,4,Chubut,126,1294,63698,39568,31175,5780,2904,15763,160308,9.08,46361,57412,9655,28041,18839,160308,159364,944,160308,82.57,25.31
2021,4,Córdoba,100,2479,184548,130892,76246,41198,538700,12607,986770,46.36,212011,487489,217214,61277,8779,986770,986693,77,986770,84.51,25.87
2021,4,Corrientes,67,645,28830,26368,22922,10087,39911,7082,135912,35.77,42523,71183,10138,6778,5290,135912,135908,4,135912,45.51,11.98
2021,4,Entre Ríos,107,3024,56043,49636,38295,24068,77290,16583,265046,33.32,70459,133387,23452,25022,12726,265046,265024,22,265046,63.16,18.88
2021,4,Formosa,84,0,22908,6983,6811,1135,13775,1967,53663,28.76,17211,15111,5151,16018,172,53663,53663,0,53663,34.45,8.77
2021,4,Jujuy,58,175,22446,16793,38134,564,33421,2324,113915,27.14,22330,60511,24156,2927,3991,113915,113915,0,113915,56.92,14.56
2021,4,La Pampa,301,493,64840,9082,12259,4821,12184,3027,107007,13.85,8175,58000,20192,19286,1354,107007,106834,173,107007,89.57,29.51
2021,4,La Rioja,18,1,5018,5437,23559,5671,43424,0,83128,39.7,10387,56651,9446,6613,31,83128,83124,4,83128,77.92,20.74
2021,4,Mendoza,156,1463,66428,30308,75214,18621,75031,366,267587,22.23,59842,71553,109667,24666,1859,267587,266783,804,267587,47.51,13.26
2021,4,Misiones,51,5,41916,23554,26721,15954,54596,8335,171132,38.9,41778,92068,22035,7649,7602,171132,171132,0,171132,49.06,13.36
2021,4,Neuquén,140,940,42313,13264,10515,3310,69217,7767,147466,40.09,29175,72761,23253,21531,746,147466,146989,477,147466,73.3,21.82
2021,4,Río Negro,156,1174,38373,19878,31255,4130,36142,22645,153753,27.2,42037,44495,32212,16558,18451,153753,153189,564,153753,65.69,20.21
2021,4,Salta,114,20,40673,69324,6642,3535,72622,6475,199405,33.94,46972,99808,39555,5882,7188,199405,199399,6,199405,56.81,13.76
2021,4,San Juan,44,1442,28906,10955,23978,398,9800,4435,79958,11.05,35868,13102,11072,11423,8493,79958,79667,291,79958,39.59,10.08
2021,4,San Luis,62,264,8550,4276,9107,67363,9,29218,118849,20.91,8472,11064,30,70560,28723,118849,118662,187,118849,80.3,22.98
2021,4,Santa Cruz,52,297,20305,11641,13054,1770,876,491,48486,8.99,10790,22902,10031,4346,417,48486,48276,210,48486,43.05,12.81
2021,4,Santa Fe,467,581,169706,206856,85690,62349,322015,18777,866441,36.02,233427,444373,128856,43556,16229,866441,866265,176,866441,77.09,24.24
2021,4,Santiago Del Estero,178,909,31915,61524,12205,800,7537,793,115861,13.84,19032,86563,1088,6256,2922,115861,115859,2,115861,47.05,11.68
2021,4,Tierra Del Fuego,26,385,13505,16534,16562,1748,1017,2580,52357,10.7,13317,38148,426,124,342,52357,52042,315,52357,98.4,29.17
2021,4,Tucumán,39,97,37321,48736,21023,5326,125857,240,238639,45.15,97830,59022,78790,2511,486,238639,238609,30,238639,55.93,13.85
2021,3,Buenos Aires,37193,31149,1108940,248153,141383,192797,2482266,9728,4251609,56.26,585729,2595485,885613,120228,64554,4251609,4246425,5184,4251609,71.68,23.97
2021,3,Capital Federal,295,603,156978,67013,39785,73502,1075229,0,1413405,77.71,142902,1192107,42966,6059,29371,1413405,1411797,1608,1413405,111.27,45.9
2021,3,Catamarca,71,0,6755,8428,10517,1659,26618,2206,56254,43.43,18413,11709,22331,1568,2233,56254,56253,1,56254,52.71,13.41
2021,3,Chaco,301,112,22545,20986,23852,14412,49705,7958,139871,39.11,38258,63659,27583,8018,2353,139871,139868,3,139871,42.96,11.48
2021,3,Chubut,104,105,89168,26281,18538,5320,1643,14907,156066,8.18,49269,55794,8946,23376,18681,156066,155266,800,156066,80.71,24.74
2021,3,Córdoba,99,2452,204989,141285,65050,47198,476459,9256,946788,41.93,229275,477223,167495,57617,15178,946788,946726,62,946788,81.28,24.89
2021,3,Corrientes,67,645,29629,28478,24792,9687,35468,5053,133819,32.17,44805,69403,7542,6766,5303,133819,133816,3,133819,44.9,11.82
2021,3,Entre Ríos,107,3024,61354,59776,39114,16284,67961,12755,260375,29.6,74443,128752,20485,23500,13195,260375,260360,15,260375,62.18,18.59
2021,3,Formosa,381,0,22778,7142,6978,1192,12707,1617,52795,26.69,18093,14111,4730,15690,171,52795,52795,0,52795,33.96,8.64
2021,3,Jujuy,48,175,23884,16417,37755,561,29917,2401,111158,25.98,23554,60758,19926,2952,3968,111158,111158,0,111158,55.69,14.24
2021,3,La Pampa,298,313,65063,7395,8737,4023,10506,4152,100487,12.99,9015,57881,17817,14479,1295,100487,100371,116,100487,84.28,27.77
2021,3,La Rioja,18,1,5366,5979,23315,4868,42613,0,82160,38.87,11329,54744,9444,6613,30,82160,82157,3,82160,77.26,20.57
2021,3,Mendoza,36,31,151871,12640,62628,7596,21087,50,255939,13.37,91474,71247,70579,21811,828,255939,255320,619,255939,45.55,12.71
2021,3,Misiones,51,5,41932,25099,26079,14792,42291,8279,158528,30.88,43230,89469,10969,7198,7662,158528,158528,0,158528,45.57,12.41
2021,3,Neuquén,112,327,57441,8566,6234,3631,57919,5579,139809,38.34,29650,73794,16455,19270,640,139809,139436,373,139809,69.71,20.75
2021,3,Río Negro,125,557,68991,3730,14880,2282,34011,20009,144585,25.4,47934,44519,18725,15031,18376,144585,144084,501,144585,61.97,19.06
2021,3,Salta,101,20,41431,70104,6962,3878,67010,6327,195833,31.21,49212,98318,36126,5724,6453,195833,195831,2,195833,55.96,13.55
2021,3,San Juan,18,333,59873,752,13250,338,278,4641,79483,7.04,40072,12922,6670,11372,8447,79483,79227,256,79483,39.46,10.05
2021,3,San Luis,60,0,11552,2405,6491,67942,22,29392,117864,21.7,8417,11884,27,68856,28680,117864,117716,148,117864,79.87,22.86
2021,3,Santa Cruz,50,0,30561,8365,6799,1788,678,735,48976,7.69,12347,22961,6328,4269,3071,48976,48779,197,48976,43.75,13.02
2021,3,Santa Fe,467,579,193207,201250,83941,55080,290793,16267,841584,33.13,245929,443156,93412,43447,15640,841584,841433,151,841584,75.02,23.59
2021,3,Santiago Del Estero,123,909,32752,61838,11274,801,6863,898,115458,13.35,19939,85535,909,6147,2928,115458,115457,1,115458,47.0,11.66
2021,3,Tierra Del Fuego,17,0,23723,13397,9782,1433,976,895,50223,9.52,12853,36958,6,16,390,50223,49934,289,50223,94.95,28.15
2021,3,Tucumán,32,97,39446,50293,21986,5300,115154,164,232472,42.1,104489,53868,70964,2408,743,232472,232447,25,232472,54.64,13.53
2021,2,Buenos Aires,37192,31178,1096049,244001,140322,236897,2337604,9108,4132351,52.76,603255,2503830,854173,113546,57547,4132351,4127167,5184,4132351,70.0,23.35
2021,2,Capital Federal,294,603,157558,73568,43859,86655,1037752,66,1400355,72.75,148989,1175097,41318,5580,29371,1400355,1398747,1608,1400355,110.14,45.49
2021,2,Catamarca,71,0,7219,9091,6828,4941,25388,2206,55744,42.19,20305,9426,22331,1449,2233,55744,55743,1,55744,52.34,13.31
2021,2,Chaco,301,112,23444,21574,24032,16069,47239,7958,140729,37.4,39826,62948,27584,8018,2353,140729,140726,3,140729,43.33,11.58
2021,2,Chubut,104,105,89639,22605,16604,3896,1112,5172,139237,7.68,49271,41497,6081,23682,18706,139237,138412,825,139237,72.29,22.16
2021,2,Córdoba,99,2452,201757,136516,66950,70824,442357,9925,930880,39.59,239780,467782,151855,55944,15519,930880,930818,62,930880,80.12,24.53
2021,2,Corrientes,67,645,29419,27037,24524,10059,32697,5053,129501,30.37,46648,67262,3731,6557,5303,129501,129498,3,129501,43.54,11.47
2021,2,Entre Ríos,107,3024,63518,55349,39468,18484,61605,16077,257632,27.62,77836,124957,17856,23786,13197,257632,257617,15,257632,61.66,18.44
2021,2,Formosa,381,0,22364,7310,7460,1341,11077,1618,51551,23.97,19571,12509,3610,15690,171,51551,51551,0,51551,33.23,8.46
2021,2,Jujuy,48,175,24182,16577,37908,607,29950,2401,111848,25.81,24738,60800,19611,2731,3968,111848,111848,0,111848,56.18,14.37
2021,2,La Pampa,298,554,64146,7769,8128,3399,9311,4062,97667,12.28,9017,57014,17132,13209,1295,97667,97551,116,97667,82.08,27.04
2021,2,La Rioja,18,1,5312,5971,23298,4825,42158,19,81602,38.53,11627,54255,9445,6245,30,81602,81599,3,81602,76.98,20.49
2021,2,Mendoza,36,31,137462,10886,56117,4403,20686,50,229671,13.47,91503,70834,44696,21811,827,229671,229052,619,229671,40.97,11.43
2021,2,Misiones,51,5,41643,25907,25811,16172,38308,8279,156176,28.68,44960,87861,10376,5317,7662,156176,156176,0,156176,45.01,12.26
2021,2,Neuquén,112,327,57713,8631,5871,5943,54008,5645,138250,36.11,30083,72690,15619,19218,640,138250,137877,373,138250,69.14,20.58
2021,2,Río Negro,125,557,69356,3663,15019,3867,31488,20009,144084,23.75,48189,43761,18727,15031,18376,144084,143583,501,144084,61.94,19.05
2021,2,Salta,101,20,42543,67012,7099,9654,58882,6328,191639,29.24,51396,96016,32050,5724,6453,191639,191637,2,191639,54.93,13.3
2021,2,San Juan,18,333,59989,784,12550,340,278,4641,78933,6.99,40072,12369,6673,11372,8447,78933,78677,256,78933,39.28,10.01
2021,2,San Luis,60,0,11752,2703,5418,65946,22,36917,122818,21.66,8417,11308,28,66860,36205,122818,122670,148,122818,83.48,23.89
2021,2,Santa Cruz,50,0,30595,8463,6888,1575,676,735,48982,7.63,12347,22967,6328,4269,3071,48982,48785,197,48982,44.01,13.1
2021,2,Santa Fe,467,896,202018,204077,80452,75195,262124,15371,840600,30.7,256741,431915,90424,43997,17523,840600,840449,151,840600,75.07,23.6
2021,2,Santiago Del Estero,123,909,32034,62224,10359,811,6064,1566,114090,12.72,20734,83770,909,5081,3596,114090,114089,1,114090,46.56,11.55
2021,2,Tierra Del Fuego,17,0,21335,6913,4580,476,889,1483,35693,8.59,12853,22504,6,14,316,35693,35404,289,35693,67.89,20.13
2021,2,Tucumán,32,97,40224,51648,23732,5022,109616,2680,233051,40.31,110429,48359,71683,1837,743,233051,233026,25,233051,54.93,13.61
2021,1,Buenos Aires,36939,31187,1108368,240520,163747,222061,2246313,10867,4060002,50.79,629679,2452056,821597,98806,57864,4060002,4054936,5066,4060002,69.11,23.0
2021,1,Capital Federal,135,244,159662,76753,56457,83255,1003041,126,1379673,68.29,159805,1145093,39980,5559,29236,1379673,1378283,1390,1379673,108.42,44.83
2021,1,Catamarca,71,0,7423,8455,10115,712,22996,2196,51968,39.97,26316,4409,18688,322,2233,51968,51967,1,51968,48.9,12.44
2021,1,Chaco,301,112,24357,22102,27556,14496,42462,8384,139770,33.63,43214,61251,25426,8004,1875,139770,139767,3,139770,43.14,11.53
2021,1,Chubut,106,109,86986,21401,15392,2844,1112,4390,132340,7.53,45501,40960,3444,23723,18712,132340,131515,825,132340,68.99,21.15
2021,1,Córdoba,93,2386,211799,135092,74659,71984,402191,12677,910881,36.17,260350,444695,134634,54137,17065,910881,910826,55,910881,78.59,24.06
2021,1,Corrientes,67,527,31544,26223,26169,9001,27641,5453,126625,25.99,49160,62876,3337,5949,5303,126625,126622,3,126625,42.66,11.23
2021,1,Entre Ríos,105,2911,67255,56060,42432,15774,54600,12826,251963,23.87,83688,118424,16846,20836,12169,251963,251950,13,251963,60.44,18.07
2021,1,Formosa,56,0,22409,7569,7916,1215,9579,1942,50686,20.98,20663,11412,2562,15669,380,50686,50686,0,50686,32.73,8.33
2021,1,Jujuy,49,175,23735,17293,40649,568,25609,2378,110456,26.78,32254,54324,17322,2677,3879,110456,110456,0,110456,55.63,14.23
2021,1,La Pampa,298,554,68200,7864,7611,2786,7368,2424,97105,10.73,8946,58711,15779,12369,1300,97105,96989,116,97105,81.78,26.94
2021,1,La Rioja,18,1,36749,5968,4604,215,5074,-1,52628,12.7,17363,34984,1,250,30,52628,52625,3,52628,49.81,13.26
2021,1,Mendoza,28,40,134386,11216,52533,4061,16615,44,218923,12.6,91844,69295,38619,18332,833,218923,218308,615,218923,39.15,10.93
2021,1,Misiones,51,524,40949,25503,27101,14050,32953,8256,149387,25.08,48292,82339,7064,4796,6896,149387,149387,0,149387,43.17,11.76
2021,1,Neuquén,116,327,56171,8443,5903,5677,50840,5758,133235,34.24,30223,70457,14171,17752,632,133235,132862,373,133235,66.84,19.9
2021,1,Río Negro,125,466,70011,4187,13045,3642,29589,20103,141168,21.92,48777,42192,17828,13994,18377,141168,140667,501,141168,60.88,18.72
2021,1,Salta,109,20,40785,68149,9164,8139,54889,6319,187574,27.32,54768,89187,31498,5669,6452,187574,187572,2,187574,53.93,13.06
2021,1,San Juan,25,194,60439,858,11494,340,276,4641,78267,6.91,40072,11589,6671,11482,8453,78267,78011,256,78267,39.06,9.95
2021,1,San Luis,58,0,11889,2926,4429,62913,22,36917,119154,21.59,8417,10678,28,63826,36205,119154,119006,148,119154,81.24,23.25
2021,1,Santa Cruz,50,0,30655,8334,6987,1337,647,-1945,46065,7.5,12347,23089,5975,4264,390,46065,45868,197,46065,41.65,12.39
2021,1,Santa Fe,518,891,201632,204458,91846,65476,236924,24382,826127,28.13,277012,421480,70976,39140,17519,826127,825990,137,826127,73.92,23.24
2021,1,Santiago Del Estero,123,909,33884,58464,8549,700,4868,4144,111641,11.58,26468,75849,570,5158,3596,111641,111640,1,111641,45.67,11.33
2021,1,Tierra Del Fuego,17,0,21379,1468,4317,486,919,11836,40422,8.73,12853,27247,6,0,316,40422,40133,289,40422,77.35,22.93
2021,1,Tucumán,29,97,42810,53416,25255,4188,103437,2680,231912,37.98,147199,12185,69954,1834,740,231912,231890,22,231912,54.82,13.58
2020,4,Buenos Aires,36939,31197,1109865,242243,214171,213588,2176242,9016,4033261,50.01,635651,2441248,804991,93444,57927,4033261,4028195,5066,4033261,68.98,22.9
2020,4,Capital Federal,135,244,160210,78123,60208,80269,1000073,268,1379530,67.33,163060,1142528,39890,4815,29237,1379530,1378140,1390,1379530,108.31,44.83
2020,4,Catamarca,71,0,8843,8740,11436,591,20406,2309,52396,37.65,26870,5115,17856,322,2233,52396,52395,1,52396,49.41,12.57
2020,4,Chaco,301,112,24782,22479,26802,15701,40949,7965,139091,32.45,44332,61200,23687,7997,1875,139091,139088,3,139091,43.03,11.5
2020,4,Chubut,106,109,88157,21824,12046,2818,1112,4402,130574,7.38,45703,39756,3040,23363,18712,130574,129749,825,130574,68.35,20.95
2020,4,Córdoba,119,2386,214963,135262,82221,70013,384169,13568,902701,35.12,267396,439322,125620,52827,17536,902701,902646,55,902701,78.08,23.9
2020,4,Corrientes,67,527,31900,26321,25687,9383,26789,4985,125659,25.45,50102,61495,3146,5626,5290,125659,125656,3,125659,42.43,11.17
2020,4,Entre Ríos,105,2911,65659,53556,40755,16600,53141,14654,247381,24.05,85683,113670,15653,20206,12169,247381,247368,13,247381,59.47,17.78
2020,4,Formosa,56,0,23540,7606,7181,1197,8946,1680,50206,19.7,21264,10789,2432,15341,380,50206,50206,0,50206,32.49,8.27
2020,4,Jujuy,49,182,23772,14379,44930,446,19282,2811,105851,25.21,32850,52815,15639,1077,3470,105851,105851,0,105851,53.46,13.67
2020,4,La Pampa,298,554,70184,8124,6562,2396,6257,2520,96895,9.88,9009,58945,15432,12194,1315,96895,96779,116,96895,81.77,26.94
2020,4,La Rioja,18,1,36906,6060,4633,181,4979,0,52778,12.53,17513,34984,1,250,30,52778,52775,3,52778,50.11,13.34
2020,4,Mendoza,28,40,146312,11172,40396,3378,11557,2570,215453,11.09,91842,68364,36083,18331,833,215453,214838,615,215453,38.63,10.78
2020,4,Misiones,51,524,39988,26078,26445,14810,32264,7001,147161,24.96,49462,79855,6589,4359,6896,147161,147161,0,147161,42.64,11.61
2020,4,Neuquén,116,327,56434,8478,5791,5493,50776,5720,133135,33.91,30468,70614,13732,17689,632,133135,132762,373,133135,67.0,19.94
2020,4,Río Negro,125,466,70305,4153,13131,3512,29372,20146,141210,21.64,48991,42022,17826,13994,18377,141210,140709,501,141210,61.09,18.79
2020,4,Salta,109,514,41443,68829,15188,8291,46697,6319,187390,25.32,56659,87817,30604,5858,6452,187390,187388,2,187390,54.04,13.09
2020,4,San Juan,25,194,61316,740,5126,332,275,4588,72596,6.41,40072,7004,6599,10468,8453,72596,72340,256,72596,36.32,9.25
2020,4,San Luis,58,0,14020,3490,2688,62239,22,36918,119435,21.25,8417,11767,27,63019,36205,119435,119287,148,119435,81.68,23.38
2020,4,Santa Cruz,47,0,27173,4382,6634,1033,647,758,40674,7.49,12347,19657,1041,4659,2970,40674,40477,197,40674,37.0,11.01
2020,4,Santa Fe,518,891,206372,203793,94246,65145,226246,23602,820813,27.29,287271,414746,62692,38712,17392,820813,820676,137,820813,73.58,23.14
2020,4,Santiago Del Estero,123,909,34518,57590,4666,411,4520,3932,106669,11.28,26812,70522,570,5169,3596,106669,106668,1,106669,43.75,10.86
2020,4,Tierra Del Fuego,17,0,21881,6119,3497,488,922,6690,39614,8.49,12853,26439,6,0,316,39614,39325,289,39614,76.27,22.61
2020,4,Tucumán,29,97,44095,54334,32155,4105,93594,2680,231089,36.44,149322,11150,68043,1834,740,231089,231067,22,231089,54.78,13.57
2020,3,Buenos Aires,37542,31514,1113823,234710,219772,194248,2085815,19853,3937277,48.38,653930,2384557,749087,94162,55541,3937277,3932211,5066,3937277,67.66,22.41
2020,3,Capital Federal,264,312,162222,85083,68753,78028,977766,247,1372675,63.81,170375,1129573,39417,3936,29374,1372675,1371285,1390,1372675,107.68,44.62
2020,3,Catamarca,63,0,8276,8768,11195,562,18886,2154,49904,36.54,26868,3690,16857,261,2228,49904,49903,1,49904,47.16,12.0
2020,3,Chaco,308,112,24675,21639,27546,13751,38729,7194,133954,30.8,45745,58825,20675,6706,2003,133954,133951,3,133954,41.54,11.1
2020,3,Chubut,158,109,87559,22114,12217,2818,1110,3942,130027,7.4,45761,39386,2897,23216,18767,130027,129202,825,130027,68.34,20.95
2020,3,Córdoba,168,3064,218599,124833,84236,63823,361021,11728,867472,33.51,276360,430771,102217,48368,9756,867472,867417,55,867472,75.22,23.03
2020,3,Corrientes,72,527,35190,23315,25308,8615,25344,5020,123391,23.85,50858,58681,2960,5513,5379,123391,123388,3,123391,41.75,10.99
2020,3,Entre Ríos,130,2911,66648,51478,40797,14377,49395,15759,241495,22.43,87892,106950,13954,20379,12320,241495,241482,13,241495,58.19,17.4
2020,3,Formosa,391,151,23163,7432,7125,991,8219,1737,49209,18.28,21790,10003,2000,15023,393,49209,49209,0,49209,31.91,8.12
2020,3,Jujuy,55,182,32131,10566,45198,293,15238,3065,106728,21.91,32611,57682,11112,952,4371,106728,106728,0,106728,54.04,13.82
2020,3,La Pampa,293,810,66695,7820,5577,2189,6322,4029,93735,10.7,9015,56845,14677,11893,1305,93735,93619,116,93735,79.26,26.12
2020,3,La Rioja,21,1,37105,5955,4660,124,4748,2,52616,12.19,17346,34984,1,250,35,52616,52613,3,52616,50.12,13.34
2020,3,Mendoza,58,40,141404,12123,42433,3448,8237,45,207788,10.19,91908,64672,32817,17523,868,207788,207173,615,207788,37.35,10.42
2020,3,Misiones,71,524,39005,24215,25942,13663,30987,8779,143186,24.14,50195,77989,2572,3445,8985,143186,143186,0,143186,41.6,11.33
2020,3,Neuquén,218,327,60463,6561,5975,5449,49439,803,129235,31.46,30222,70446,11043,16787,737,129235,128862,373,129235,65.24,19.42
2020,3,Río Negro,114,466,68986,3769,7096,3455,28488,19093,131467,21.08,49530,40001,10381,13187,18368,131467,130966,501,131467,57.05,17.55
2020,3,Salta,129,514,32780,64736,15990,7928,43773,14996,180846,25.26,58216,84128,25445,5764,7293,180846,180844,2,180846,52.32,12.67
2020,3,San Juan,48,194,65526,711,6529,41,128,4150,77327,6.03,40092,9223,5509,14023,8480,77327,77071,256,77327,38.79,9.88
2020,3,San Luis,105,0,12199,3351,2666,61319,8,36917,116565,20.85,8401,10077,6,61828,36253,116565,116417,148,116565,79.96,22.88
2020,3,Santa Cruz,66,0,26888,4015,6730,629,120,833,39281,6.65,12845,16098,1027,6938,2373,39281,39084,197,39281,35.95,10.7
2020,3,Santa Fe,568,1241,213353,199381,92095,58797,210562,27001,802998,25.69,295051,405807,45721,37112,19307,802998,802861,137,802998,72.12,22.68
2020,3,Santiago Del Estero,133,909,33287,57418,4658,292,3994,4801,105492,10.88,26419,70720,555,4185,3613,105492,105491,1,105492,43.38,10.76
2020,3,Tierra Del Fuego,11,0,22094,5414,3726,481,937,6992,39655,8.51,12854,26491,0,0,310,39655,39366,289,39655,76.81,22.77
2020,3,Tucumán,52,97,45913,54610,33126,3246,84195,2637,223876,34.84,149605,11752,59949,1808,762,223876,223854,22,223876,53.23,13.18
2020,2,Buenos Aires,37542,31606,1129236,241336,233132,188995,1894466,21233,3777546,45.66,661272,2244277,723072,91736,57189,3777546,3772480,5066,3777546,65.22,21.55
2020,2,Capital Federal,264,312,166474,94585,79858,80160,935481,687,1357821,60.48,178896,1106133,39482,3937,29373,1357821,1356431,1390,1357821,106.41,44.15
2020,2,Catamarca,63,0,8801,8690,10242,426,16578,3176,47976,34.93,26968,3641,14878,261,2228,47976,47975,1,47976,45.43,11.56
2020,2,Chaco,308,928,24350,21140,29044,12082,33311,6969,128132,27.95,46816,56017,17266,6452,1581,128132,128129,3,128132,39.83,10.65
2020,2,Chubut,158,109,69578,22188,10537,1473,614,3999,108656,7.61,45761,38279,1324,17678,5614,108656,107831,825,108656,57.34,17.58
2020,2,Córdoba,168,4383,219025,125932,89530,63216,325243,8971,836468,30.99,282858,415007,85818,44522,8263,836468,836413,55,836468,72.71,22.26
2020,2,Corrientes,72,527,34242,22845,25844,7898,22418,5020,118866,22.15,51248,55536,3144,3927,5011,118866,118863,3,118866,40.3,10.61
2020,2,Entre Ríos,130,3679,66758,50640,42090,12856,43391,14569,234113,20.45,89391,99423,13954,20042,11303,234113,234100,13,234113,56.54,16.9
2020,2,Formosa,391,151,23534,7109,6998,961,7475,1313,47932,16.87,21805,9353,1882,14723,169,47932,47932,0,47932,31.14,7.93
2020,2,Jujuy,55,182,30548,10519,26829,209,9417,16557,94316,15.86,32705,38938,5057,952,16664,94316,94316,0,94316,47.89,12.25
2020,2,La Pampa,293,810,71218,7531,3800,1657,3377,1123,89809,8.03,8551,54422,14232,11314,1290,89809,89693,116,89809,76.1,25.07
2020,2,La Rioja,21,1,37375,5661,4686,73,4336,2,52155,11.67,16885,34984,1,250,35,52155,52152,3,52155,49.84,13.27
2020,2,Mendoza,58,40,142253,12439,35274,3248,5422,2450,201184,9.27,91904,62941,29613,15924,802,201184,200569,615,201184,36.25,10.12
2020,2,Misiones,71,524,39867,23719,26445,12305,28763,8646,140340,22.56,50792,74497,2579,3319,9153,140340,140340,0,140340,40.89,11.14
2020,2,Neuquén,218,327,61171,6103,6625,5296,46432,0,126172,29.1,30256,67990,11037,15755,1134,126172,125799,373,126172,63.9,19.02
2020,2,Río Negro,114,466,70817,3335,7498,3246,26953,17057,129486,19.68,49756,39650,10382,11331,18367,129486,128985,501,129486,56.37,17.34
2020,2,Salta,129,514,41801,64463,16989,7741,39594,6531,177762,22.56,59502,81740,24289,5123,7108,177762,177760,2,177762,51.58,12.49
2020,2,San Juan,48,194,59113,917,4908,40,127,4430,69777,6.31,40092,8275,5509,7019,8882,69777,69521,256,69777,35.09,8.94
2020,2,San Luis,105,0,11439,3585,1934,60889,8,35992,113952,21.02,8401,8357,6,60935,36253,113952,113804,148,113952,78.41,22.44
2020,2,Santa Cruz,66,0,26938,4166,6541,546,119,493,38869,6.59,12845,16044,1027,6585,2368,38869,38672,197,38869,35.79,10.65
2020,2,Santa Fe,568,2061,213054,198772,96575,57236,189473,20193,777932,23.93,299974,381679,46698,30487,19094,777932,777795,137,777932,70.0,22.01
2020,2,Santiago Del Estero,133,1779,32557,57709,5178,247,3328,4516,105447,10.41,25917,72074,355,3038,4063,105447,105446,1,105447,43.47,10.79
2020,2,Tierra Del Fuego,11,0,22325,5186,3034,391,796,7446,39189,8.13,12854,26025,0,0,310,39189,38900,289,39189,76.37,22.64
2020,2,Tucumán,52,97,49028,54537,34184,2246,74377,2635,217156,32.7,150084,9833,55120,1357,762,217156,217134,22,217156,51.78,12.83
2020,1,Buenos Aires,38215,36802,1122034,236421,247977,205780,1802583,28935,3718747,45.18,673237,2210349,720688,85443,18334,3708051,3702985,5066,3708051,64.33,21.21
2020,1,Capital Federal,264,312,169651,102254,89665,85899,906009,0,1354054,58.71,184494,1097635,38898,3911,28556,1353494,1352104,1390,1353494,105.98,44.02
2020,1,Catamarca,63,0,8838,7543,9558,408,10299,2151,38860,29.13,21945,3146,12056,261,2227,39635,39634,1,39635,37.62,9.57
2020,1,Chaco,308,928,23291,19976,29851,10416,28539,6917,120226,25.94,46356,54144,11958,6239,1580,120277,120274,3,120277,37.48,10.02
2020,1,Chubut,158,109,69586,12957,7756,1240,614,4500,96920,7.12,45763,27287,1324,16885,5479,96738,95938,800,96738,51.27,15.72
2020,1,Córdoba,142,5128,217229,120188,95827,65733,296875,9802,810924,29.39,286168,406109,68512,41617,8693,811099,811044,55,811099,70.69,21.64
2020,1,Corrientes,72,527,33479,21382,26679,7351,19467,4780,113737,20.54,51126,53231,2172,2437,5004,113970,113967,3,113970,38.73,10.2
2020,1,Entre Ríos,130,4081,72280,47132,41125,11988,39794,13762,230292,19.03,90368,95434,13245,18737,14062,231846,231833,13,231846,56.12,16.78
